MakeText,BodyColorText,ModelTypeText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,ModelText,Properties,Seats,TransmissionTypeText,TypeName,TypeNameFull
Mercedes-Benz,Blue,,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,2,1999,Benzin,360,131.0,schwarz,96500,S 55 AMG,"""""""Ab MFK""""""",5,Automat,S 55 AMG,MERCEDES-BENZ S 55 AMG
Mercedes-Benz,Blue, Avantgarde,Limousine,2597,Zuzwil,252 g/km,Occasion,null,10.5 l/100km,4,Hinterradantrieb,3,2003,Benzin,177,133.0,schwarz,106000,E 240,"""""""Ab MFK""""""",5,Automatik-Getriebe,E 240 Avantgarde,MERCEDES-BENZ E 240 Avantgarde
BMW,Blue,,Cabriolet,2494,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1990,Benzin,170,134.0,mehrfarbig,27700,Z1,null,2,Schaltgetriebe manuell,null,BMW Z1
Honda,Blue,Legend V6 3.5i,Limousine,3474,Zuzwil,291 g/km,Occasion,G,12.3 l/100km,4,Vorderradantrieb,3,2001,Benzin,208,135.0,beige,111500,LEGEND,"""""""Ab MFK""""""",5,Automat,Legend V6 3.5i,HONDA Legend V6 3.5i
Porsche,Blue, Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,3,2002,Benzin,420,136.0,blau,132600,911,"""""""Ab MFK"""""," """"Tuning""""""",4,Schaltgetriebe manuell,911 Turbo
Mercedes-Benz,Blue,,Cabriolet,3199,Zuzwil,274 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,224,138.0,schwarz,25100,SL 320,"""""""Ab MFK""""""",2,Automat,SL 320,MERCEDES-BENZ SL 320
BMW,Blue,i,Limousine,5377,Zuzwil,338 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,7,1995,Benzin,327,139.0,grau,119600,750,"""""""Ab MFK""""""",5,Automat,750i,BMW 750i
Audi,Blue, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,140.0,silber,49800,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
Mercedes-Benz,Blue, Elégance,Limousine,2295,Zuzwil,223 g/km,Occasion,null,9.4 l/100km,4,Hinterradantrieb,2,1997,Benzin,150,141.0,beige,123400,C 230,"""""""Ab MFK""""""",5,Automatik-Getriebe,C 230 Elégance,MERCEDES-BENZ C 230 Elégance
Lamborghini,Blue,Gallardo LP570-4 Coupé SL,Coupé,5204,Zuzwil,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,3,2011,Benzin,570,142.0,schwarz,18000,GALLARDO,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,Gallardo LP570-4 Coupé SL,LAMBORGHINI Gallardo LP570-4 Coupé SL
Mercedes-Benz,Blue, L,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,8,2006,Benzin,612,143.0,schwarz,68800,S 65 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,S 65 AMG L,MERCEDES-BENZ S 65 AMG L
Other,Blue,Mustang 5.0 GT Premium 50 Years,Coupé,4951,Zuzwil,281 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,4,2015,Benzin,425,147.0,schwarz,4300,MUSTANG,"""""""Ab MFK""""""",4,Automatik-Getriebe,5.0 GT Premium 50 Years,FORD (USA) Mustang 5.0 GT Premium 50 Years
VW,Blue,Eos 2.0 FSI T,Cabriolet,1984,Zuzwil,202 g/km,Occasion,G,8.4 l/100km,2,Vorderradantrieb,9,2007,Benzin,200,153.0,rot,27000,EOS,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,Eos 2.0 FSI T,VW Eos 2.0 FSI T
Audi,Blue, 4.2 V8 quattro,Limousine,4163,Zuzwil,278 g/km,Occasion,G,11.6 l/100km,4,Allrad,3,2004,Benzin,335,154.0,beige,62000,A6,"""""""Ab MFK""""""",5,Automat sequentiell,A6 4.2 V8 quattro,AUDI A6 4.2 V8 quattro
Mercedes-Benz,Blue, Avantgarde,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,155.0,schwarz,86900,E 55 AMG,"""""""Ab MFK""""""",5,Automat,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde
Porsche,Blue, Carrera Cabrio,Cabriolet,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,1,1999,Benzin,300,156.0,schwarz,34400,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio
Other,Blue,B6 4.4 V8 Cabrio,Cabriolet,4398,Zuzwil,306 g/km,Occasion,G,12.8 l/100km,2,Hinterradantrieb,4,2007,Benzin,500,158.0,beige,66800,6 SERIES,"""""""Ab MFK""""""",4,Automat,B6 4.4 V8 Cabrio,BMW-ALPINA B6 4.4 V8 Cabrio
BMW,Blue,i,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,159.0,grau,78700,540,"""""""Ab MFK""""""",5,Automat,540i,BMW 540i
Mercedes-Benz,Other,,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,16.0,grau,16500,SL 55 AMG,"""""""Ab MFK""""""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
Porsche,Blue,Boxster S 3.2,Cabriolet,3179,Zuzwil,281 g/km,Occasion,G,11.3 l/100km,2,Hinterradantrieb,4,2000,Benzin,252,160.0,rot,43400,BOXSTER,"""""""Ab MFK""""""",2,Automat,Boxster S 3.2,PORSCHE Boxster S 3.2
Ferrari,Blue, Italia 4.5 V8 Speciale,Coupé,4497,Zuzwil,275 g/km,Neu,G,11.8 l/100km,2,Hinterradantrieb,1,2015,Benzin,619,161.0,schwarz,200,458,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,458 Italia 4.5 V8 Speciale,FERRARI 458 Italia 4.5 V8 Speciale
Mercedes-Benz,Blue, 4Matic,SUV / Geländewagen,5461,Zuzwil,276 g/km,Occasion,G,11.8 l/100km,5,Allrad,1,2013,Benzin,525,163.0,schwarz,25100,ML 63 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,ML 63 AMG 4Matic,MERCEDES-BENZ ML 63 AMG 4Matic
Mercedes-Benz,Blue,,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,165.0,schwarz,111000,S 600,"""""""Ab MFK""""""",4,Automat,S 600,MERCEDES-BENZ S 600
Mercedes-Benz,Blue, Kompressor,Cabriolet,2295,Zuzwil,225 g/km,Occasion,null,9.5 l/100km,2,Hinterradantrieb,7,1998,Benzin,193,166.0,mehrfarbig,166550,SLK 230,"""""""Ab MFK""""""",2,Automat,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor
Aston Martin,Blue,,Coupé,3239,Zuzwil,null,Occasion,null,15.7 l/100km,2,Hinterradantrieb,4,1998,Benzin,332,169.0,beige,97200,DB7,"""""""Ab MFK""""""",4,Automatik-Getriebe,DB7,ASTON MARTIN DB7
Renault,Blue,Alpine A310 V6,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1981,Benzin,150,171.0,schwarz,68900,ALPINE,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,Alpine A310 V6,RENAULT Alpine A310 V6
Audi,Blue, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,172.0,beige,47600,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
Maserati,Blue,Quattroporte 4.2,Limousine,4244,Zuzwil,443 g/km,Occasion,G,18.9 l/100km,4,Hinterradantrieb,6,2004,Benzin,400,173.0,null,62700,QUATTROPORTE,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2,MASERATI Quattroporte 4.2
Audi,Blue, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,175.0,schwarz,39300,RS6,"""""""Ab MFK""""""",5,Automat,RS6 Avant quattro,AUDI RS6 Avant quattro
Ferrari,Blue,,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,7,2002,Benzin,517,178.0,bordeaux,51200,575M,"""""""Ab MFK""""""",2,Automatik-Getriebe,575M,FERRARI 575M
Land Rover,Blue,Range Rover 4.6 HSE,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,5,1998,Benzin,226,180.0,schwarz,49700,RANGE ROVER,"""""""Ab MFK""""""",5,Automat,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE
Toyota,Blue, 1600 GT,Coupé,1570,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1971,Benzin,107,181.0,mehrfarbig,53100,CELICA,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,1600 GT,TOYOTA CELICA 1600 GT
Audi,Blue,  6.0 quattro,Limousine,5998,Zuzwil,334 g/km,Occasion,G,13.9 l/100km,4,Allrad,7,2004,Benzin,450,186.0,schwarz,49000,A8,"""""""Ab MFK""""""",5,Automat sequentiell,A8  6.0 quattro,AUDI A8  6.0 quattro
Audi,Blue, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,700,187.0,schwarz,46000,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
Renault,Blue,Alpine A310 V6,Coupé,2664,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,6,1978,Benzin,150,188.0,blau,77300,ALPINE,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,Alpine A310 V6,RENAULT Alpine A310 V6
BMW,Blue,,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,3,2002,Benzin,343,189.0,schwarz,142000,M3,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,M3,BMW M3
Audi,Blue, Avant quattro,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,191.0,null,37800,RS4,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,RS4 Avant quattro,AUDI RS4 Avant quattro
Mercedes-Benz,Blue, Avantgarde,Coupé,5439,Zuzwil,281 g/km,Occasion,null,11.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,347,192.0,schwarz,52500,CLK 55 AMG,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",4,Automat,CLK 55 AMG Avantgarde
Mercedes-Benz,Blue, Kompressor,Cabriolet,2295,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,8,2002,Benzin,197,193.0,schwarz,30500,SLK 230,"""""""Ab MFK""""""",2,Automatik-Getriebe,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor
Porsche,Blue, Carrera 4S,Coupé,3600,Zuzwil,null,Occasion,null,12.3 l/100km,2,Allrad,3,1996,Benzin,285,194.0,mehrfarbig,139900,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Carrera 4S,PORSCHE 911 Carrera 4S
Mercedes-Benz,Other,,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2004,Benzin,600,197.0,null,23000,SL 600,"""""""Ab MFK""""""",2,Automat,SL 600,MERCEDES-BENZ SL 600
Mercedes-Benz,Other,170V B Cabrio 136,Coupé,1697,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1939,Benzin,38,198.0,schwarz,1,null,null,4,Schaltgetriebe,170V B Cabrio 136,MERCEDES-BENZ 170V B Cabrio 136
Mercedes-Benz,Other,,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,11,2005,Benzin,388,199.0,null,128000,S 500,"""""""Ab MFK""""""",5,Automat sequentiell,S 500,MERCEDES-BENZ S 500
Audi,Other, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,2.0,null,25400,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
Mercedes-Benz,Other,,Cabriolet,2959,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1993,Benzin,231,201.0,schwarz,63600,SL 300,"""""""Ab MFK""""""",2,Automat,SL 300,MERCEDES-BENZ SL 300
Fiat,Other,850 Spider,Coupé,843,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1970,Benzin,49,204.0,schwarz,9999,null,null,0,Schaltgetriebe,850 Spider,FIAT 850 Spider
Mercedes-Benz,Other, Avantgarde,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,10,1997,Benzin,354,207.0,null,67400,E 55 AMG,"""""""Ab MFK""""""",5,Automat,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde
BMW,Other,,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,343,208.0,braun,46000,M3,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,M3,BMW M3
Audi,Other, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2003,Benzin,450,21.0,schwarz,27900,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
BMW,Brown, 2.5i Roadster,Cabriolet,2497,Zuzwil,197 g/km,Occasion,G,8.2 l/100km,2,Hinterradantrieb,9,2008,Benzin,177,212.0,schwarz,22800,Z4,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Z4 2.5i Roadster,BMW Z4 2.5i Roadster
BMW,Brown,i,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.1 l/100km,4,Hinterradantrieb,4,1998,Benzin,193,213.0,beige,33700,328,"""""""Ab MFK""""""",5,Automat,328i,BMW 328i
Morgan,Yellow, 1.8,Cabriolet,1796,Zuzwil,null,Occasion,G,7.7 l/100km,2,Hinterradantrieb,6,2006,Benzin,126,215.0,bordeaux,7100,4/4,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",2,Schaltgetriebe manuell,4/4 1.8
Ferrari,Yellow, Berlinetta,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,217.0,schwarz,28100,F355,"""""""Ab MFK""""""",2,Automatik-Getriebe,F355 Berlinetta,FERRARI F355 Berlinetta
BMW,Yellow,,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,218.0,beige,3000,M5,null,5,Automatisiertes Schaltgetriebe,M5,BMW M5
Porsche,Yellow, Targa,Cabriolet,2687,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1971,Benzin,150,221.0,schwarz,96000,911,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Targa,PORSCHE 911 Targa
Audi,Yellow, quattro,Limousine,4172,Zuzwil,341 g/km,Occasion,null,14.2 l/100km,4,Allrad,8,2001,Benzin,340,225.0,schwarz,103100,S6,"""""""Ab MFK""""""",5,Automatik-Getriebe,S6 quattro,AUDI S6 quattro
Mazda,Yellow, 2.0i-16V HPV,Limousine,1991,Zuzwil,195 g/km,Occasion,null,8.1 l/100km,5,Vorderradantrieb,8,2001,Benzin,136,227.0,null,158000,626,"""""""Ab MFK""""""",5,Automatik-Getriebe,626 2.0i-16V HPV,MAZDA 626 2.0i-16V HPV
BMW,Gold,,Cabriolet,3999,Zuzwil,293 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,420,235.0,schwarz,78900,M3,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,M3,BMW M3
Renault,Gold, Turbo 2,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,160,237.0,beige,59900,R5,null,2,Schaltgetriebe manuell,R5 Turbo 2,RENAULT R5 Turbo 2
Mazda,Other, 2.6 Turbo II,Cabriolet,2616,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1989,Benzin,200,239.0,schwarz,67200,RX-7,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,RX-7 2.6 Turbo II,MAZDA RX-7 2.6 Turbo II
Bugatti,Other,Veyron 16.4,Coupé,7993,Sursee,null,Occasion,null,null,2,Allrad,7,2008,Benzin,1001,24.0,anthrazit,20000,null,null,2,Automatik-Getriebe,Veyron 16.4,BUGATTI Veyron 16.4
Mercedes-Benz,Other, L 4Matic,Limousine,4966,Zuzwil,311 g/km,Occasion,G,12.9 l/100km,4,Allrad,12,2002,Benzin,306,242.0,beige,54500,S 500,"""""""Ab MFK""""""",5,Automat,S 500 L 4Matic,MERCEDES-BENZ S 500 L 4Matic
Bugatti,Other, 110 GT/SS,Coupé,3500,Zuzwil,null,Occasion,null,null,2,Allrad,8,1998,Benzin,611,243.0,null,4000,EB,null,2,Schaltgetriebe,110 GT/SS,BUGATTI EB 110 GT/SS
Audi,Other, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,244.0,null,41900,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
Ferrari,Other,,Coupé,5748,Zuzwil,499 g/km,Occasion,null,21.8 l/100km,2,Hinterradantrieb,12,2003,Benzin,517,245.0,schwarz,8100,575M,"""""""Ab MFK""""""",2,Automatik-Getriebe,575M,FERRARI 575M
Audi,Other, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,246.0,schwarz,39000,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
Porsche,Other, Carrera Targa,Cabriolet,3596,Zuzwil,269 g/km,Occasion,null,11.1 l/100km,2,Hinterradantrieb,5,2002,Benzin,320,249.0,schwarz,61800,911,"""""""Ab MFK""""""",4,Automatik-Getriebe,911 Carrera Targa,PORSCHE 911 Carrera Targa
Ferrari,Other, GTS,Cabriolet,3496,Zuzwil,395 g/km,Occasion,null,16.9 l/100km,2,Hinterradantrieb,10,1997,Benzin,380,250.0,beige,41000,F355,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,F355 GTS,FERRARI F355 GTS
Mercedes-Benz,Other, Elégance 4-Matic,Limousine,3199,Zuzwil,266 g/km,Occasion,G,11.1 l/100km,4,Allrad,3,2000,Benzin,224,252.0,grau,83900,E 320,"""""""Ab MFK""""""",5,Automat,E 320 Elégance 4-Matic,MERCEDES-BENZ E 320 Elégance 4-Matic
Jaguar,Other,8 Convertible,Cabriolet,3996,Zuzwil,310 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,7,1998,Benzin,284,253.0,beige,99800,XK,"""""""Ab MFK""""""",4,Automat,XK8 Convertible,JAGUAR XK8 Convertible
Ferrari,Other, Spider,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,9,2002,Benzin,400,256.0,blau,16600,F360,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,F360 Spider,FERRARI F360 Spider
Renault,Other, 1400 Alpine Turbo,Kleinwagen,1397,Zuzwil,null,Oldtimer,null,null,3,Vorderradantrieb,7,1982,Benzin,108,257.0,beige,124500,R5,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo
Ferrari,Other,,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,12,2006,Benzin,517,258.0,schwarz,15900,575M,"""""""Ab MFK""""""",2,Automatik-Getriebe,575M,FERRARI 575M
Bentley,Other,Arnage R,Limousine,6761,Zuzwil,495 g/km,Occasion,G,20.6 l/100km,4,Hinterradantrieb,4,2005,Benzin,405,260.0,mehrfarbig,145000,ARNAGE,"""""""Ab MFK""""""",5,Automat,Arnage R,BENTLEY Arnage R
Mercedes-Benz,Other,,Coupé,4966,Zuzwil,270 g/km,Neu,G,11.4 l/100km,2,Hinterradantrieb,1,2005,Benzin,306,261.0,schwarz,165,CL 500,"""""""Ab MFK""""""",4,Automat sequentiell,CL 500,MERCEDES-BENZ CL 500
Mercedes-Benz,Other, Avantgarde,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,3,1998,Benzin,354,262.0,schwarz,47400,E 55 AMG,"""""""Ab MFK""""""",5,Automat,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde
Porsche,Other,Cayenne Turbo,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,6,2003,Benzin,450,263.0,beige,68700,CAYENNE,"""""""Ab MFK""""""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
Porsche,Other,Cayenne Turbo,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,8,2008,Benzin,500,264.0,braun,28000,CAYENNE,"""""""Ab MFK""""""",5,Automat,Cayenne Turbo,PORSCHE Cayenne Turbo
Audi,Other, Avant 5.0 V10 quattro MTM,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,9,2008,Benzin,580,266.0,schwarz,24600,RS6,"""""""Ab MFK""""""",5,Automat,RS6 Avant 5.0 V10 quattro MTM,AUDI RS6 Avant 5.0 V10 quattro MTM
Ruf,Other,CTR 2 Sport,Coupé,3600,Zuzwil,null,Occasion,null,null,2,Allrad,10,1997,Benzin,580,268.0,schwarz,20900,null,null,2,Schaltgetriebe manuell,CTR 2 Sport,RUF CTR 2 Sport
Porsche,Other, Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2002,Benzin,420,269.0,blau,52900,911,"""""""Ab MFK"""""," """"Tuning""""""",4,Schaltgetriebe manuell,911 Turbo
Bentley,Other,Turbo R,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,4,1990,Benzin,320,27.0,blau,112500,TURBO,"""""""Ab MFK""""""",5,Automat,Turbo R,BENTLEY Turbo R
BMW,Other,i Touring,Kombi,2979,Zuzwil,179 g/km,Occasion,F,7.7 l/100km,5,Hinterradantrieb,7,2011,Benzin,306,271.0,beige,76500,535,"""""""Ab MFK""""""",5,Automat sequentiell,535i Touring,BMW 535i Touring
Porsche,Other,Cayenne Turbo,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,9,2004,Benzin,450,273.0,schwarz,31000,CAYENNE,"""""""Ab MFK""""""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
Porsche,Other, Turbo,Coupé,3600,Zuzwil,null,Occasion,null,15.7 l/100km,2,Allrad,5,1996,Benzin,408,275.0,schwarz,88100,911,null,2,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
Renault,Other, 1600 SX,Coupé,1635,Zuzwil,null,Occasion,null,null,2,null,6,1977,Benzin,120,276.0,null,41400,Alpine A110,"""""""Ab MFK""""""",2,Schaltgetriebe,1600 SX,RENAULT Alpine A110 1600 SX
Mercedes-Benz,Other,,Cabriolet,3724,Zuzwil,281 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,5,2004,Benzin,245,277.0,mehrfarbig,105300,SL 350,"""""""Ab MFK""""""",2,Automat,SL 350,MERCEDES-BENZ SL 350
Land Rover,Other,Range Rover 4.6 HSE,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,12,1996,Benzin,226,278.0,grau,54600,RANGE ROVER,"""""""Ab MFK""""""",5,Automat,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE
Porsche,Other, Carrera,Cabriolet,3387,Zuzwil,304 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,7,1998,Benzin,300,28.0,schwarz,89500,911,"""""""Ab MFK""""""",4,Automat,911 Carrera,PORSCHE 911 Carrera
Audi,Other, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2009,Benzin,580,280.0,schwarz,59900,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
Maserati,Other,Spyder GT,Cabriolet,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,6,2003,Benzin,390,282.0,schwarz,50300,SPYDER GT,"""""""Ab MFK""""""",2,Automatik-Getriebe,Spyder GT,MASERATI Spyder GT
Aston Martin,Other,,Coupé,5338,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1991,Benzin,310,285.0,grün,68800,Virage,"""""""Ab MFK""""""",4,Automatik-Getriebe,Virage,ASTON MARTIN Virage
Audi,Other, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,4,2003,Benzin,450,287.0,schwarz,32900,RS6,"""""""Ab MFK"""""," """"Tuning""""""",5,Automat sequentiell,RS6 Avant quattro
Audi,Other, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,288.0,grau,100200,RS6,"""""""Ab MFK"""""," """"Tuning""""""",5,Automat sequentiell,RS6 Avant quattro
BMW,Other, 4.4i,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2001,Benzin,286,289.0,grau,113000,X5,"""""""Ab MFK""""""",5,Automat sequentiell,X5 4.4i,BMW X5 4.4i
Ferrari,Other,,Coupé,5748,Zuzwil,470 g/km,Occasion,G,20.5 l/100km,2,Hinterradantrieb,2,2008,Benzin,540,290.0,schwarz,37000,612,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,612,FERRARI 612
Audi,Other, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,291.0,schwarz,36700,RS6,"""""""Ab MFK"""""," """"Tuning""""""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro
Porsche,Other, Turbo,Coupé,3600,Zuzwil,339 g/km,Occasion,G,13.9 l/100km,2,Allrad,7,2000,Benzin,420,292.0,blau,69200,911,"""""""Ab MFK""""""",4,Automatik-Getriebe,911 Turbo,PORSCHE 911 Turbo
